Iface	Destination	Gateway 	Flags	RefCnt	Use	Metric	Mask		MTU	Window	IRTT                                                       
enp0s10	00000000	0101A8C0	0003	0	0	100	00000000	0	0	0                                                                          
enp0s3	00000000	0101A8C0	0003	0	0	101	00000000	0	0	0                                                                           
enp0s8	00000000	0101A8C0	0003	0	0	102	00000000	0	0	0                                                                           
enp0s9	00000000	0101A8C0	0003	0	0	103	00000000	0	0	0                                                                           
enp0s3	0000FEA9	00000000	0001	0	0	1000	0000FFFF	0	0	0                                                                          
enp0s10	0000A8C0	00000000	0001	0	0	100	0000FFFF	0	0	0                                                                          
enp0s3	0000A8C0	00000000	0001	0	0	101	0000FFFF	0	0	0                                                                           
enp0s8	0000A8C0	00000000	0001	0	0	102	0000FFFF	0	0	0                                                                           
enp0s9	0000A8C0	00000000	0001	0	0	103	0000FFFF	0	0	0                                                                           
